bigram,frequency,probability,language
œi,7,8e-08,de
wł,7,8e-08,de
ćt,7,8e-08,de
sœ,7,8e-08,de
íj,7,8e-08,de
rş,7,8e-08,de
iệ,7,8e-08,de
åc,7,8e-08,de
øu,7,8e-08,de
hî,7,8e-08,de
oø,7,8e-08,de
ău,7,8e-08,de
tł,7,8e-08,de
ěk,7,8e-08,de
šá,7,8e-08,de
bě,7,8e-08,de
mï,7,8e-08,de
ùb,7,8e-08,de
uğ,7,8e-08,de
łm,7,8e-08,de
hæ,7,8e-08,de
æi,7,8e-08,de
ză,7,8e-08,de
òm,7,8e-08,de
ùs,7,8e-08,de
pı,7,8e-08,de
mæ,7,8e-08,de
sš,7,8e-08,de
vē,7,8e-08,de
aļ,7,8e-08,de
ûl,7,8e-08,de
ćm,7,8e-08,de
ől,7,8e-08,de
që,7,8e-08,de
řm,7,8e-08,de
eď,7,8e-08,de
hů,7,8e-08,de
wī,7,8e-08,de
iă,7,8e-08,de
ÿp,7,8e-08,de
æp,7,8e-08,de
hă,7,8e-08,de
ćh,6,7e-08,de
ßø,6,7e-08,de
fú,6,7e-08,de
sõ,6,7e-08,de
oç,6,7e-08,de
íš,6,7e-08,de
àx,6,7e-08,de
cø,6,7e-08,de
ġi,6,7e-08,de
są,6,7e-08,de
zę,6,7e-08,de
œm,6,7e-08,de
łz,6,7e-08,de
hß,6,7e-08,de
ēd,6,7e-08,de
eť,6,7e-08,de
ťo,6,7e-08,de
kï,6,7e-08,de
pô,6,7e-08,de
ļu,6,7e-08,de
iț,6,7e-08,de
iî,6,7e-08,de
ăl,6,7e-08,de
bı,6,7e-08,de
ōc,6,7e-08,de
úg,6,7e-08,de
îi,6,7e-08,de
tï,6,7e-08,de
ôh,6,7e-08,de
oí,6,7e-08,de
ʃc,6,7e-08,de
gʃ,6,7e-08,de
rę,6,7e-08,de
zè,6,7e-08,de
ëa,6,7e-08,de
iż,6,7e-08,de
fô,6,7e-08,de
kú,6,7e-08,de
ęw,6,7e-08,de
eć,6,7e-08,de
dł,6,7e-08,de
ùv,6,7e-08,de
sſ,6,7e-08,de
gſ,6,7e-08,de
ệt,6,7e-08,de
hí,6,7e-08,de
ìg,6,7e-08,de
úk,6,7e-08,de
mô,6,7e-08,de
ſp,6,7e-08,de
gł,6,7e-08,de
bì,6,7e-08,de
pě,6,7e-08,de
šr,6,7e-08,de
eř,6,7e-08,de
íč,6,7e-08,de
êv,6,7e-08,de
ćf,6,7e-08,de
řá,6,7e-08,de
rï,6,7e-08,de
ïl,6,7e-08,de
éy,6,7e-08,de
eń,6,7e-08,de
ᶜb,6,7e-08,de
rò,6,7e-08,de
ăv,6,7e-08,de
oſ,6,7e-08,de
nð,6,7e-08,de
gā,6,7e-08,de
hú,6,7e-08,de
jí,6,7e-08,de
íi,6,7e-08,de
ëk,6,7e-08,de
hë,6,7e-08,de
bř,6,7e-08,de
ﬀe,6,7e-08,de
śl,6,7e-08,de
aḥ,6,7e-08,de
cı,6,7e-08,de
æm,6,7e-08,de
ｉｎ,6,7e-08,de
łs,6,7e-08,de
çl,6,7e-08,de
úv,6,7e-08,de
óé,6,7e-08,de
ūō,6,7e-08,de
šĭ,6,7e-08,de
űd,6,7e-08,de
ğƌ,6,7e-08,de
uǎ,6,7e-08,de
ǒn,6,7e-08,de
òw,6,7e-08,de
ľs,6,7e-08,de
dÿ,6,7e-08,de
ƒƒ,6,7e-08,de
żh,6,7e-08,de
nʃ,5,6e-08,de
ïd,5,6e-08,de
rž,5,6e-08,de
sž,5,6e-08,de
kæ,5,6e-08,de
æb,5,6e-08,de
ìf,5,6e-08,de
iġ,5,6e-08,de
ġġ,5,6e-08,de
ęs,5,6e-08,de
ãa,5,6e-08,de
kí,5,6e-08,de
âo,5,6e-08,de
žz,5,6e-08,de
zâ,5,6e-08,de
ÿw,5,6e-08,de
žp,5,6e-08,de
œd,5,6e-08,de
òs,5,6e-08,de
zú,5,6e-08,de
rý,5,6e-08,de
ｘm,5,6e-08,de
őt,5,6e-08,de
ëj,5,6e-08,de
sē,5,6e-08,de
eļ,5,6e-08,de
eț,5,6e-08,de
ăm,5,6e-08,de
úa,5,6e-08,de
lï,5,6e-08,de
pà,5,6e-08,de
dô,5,6e-08,de
őv,5,6e-08,de
aź,5,6e-08,de
úp,5,6e-08,de
tę,5,6e-08,de
fı,5,6e-08,de
íq,5,6e-08,de
āv,5,6e-08,de
bō,5,6e-08,de
ōo,5,6e-08,de
ﬂa,5,6e-08,de
èf,5,6e-08,de
èe,5,6e-08,de
òe,5,6e-08,de
òn,5,6e-08,de
ùp,5,6e-08,de
ůg,5,6e-08,de
tʃ,5,6e-08,de
ūg,5,6e-08,de
gū,5,6e-08,de
ūn,5,6e-08,de
ża,5,6e-08,de
iú,5,6e-08,de
ïo,5,6e-08,de
fš,5,6e-08,de
uż,5,6e-08,de
ąz,5,6e-08,de
ãw,5,6e-08,de
íy,5,6e-08,de
iế,5,6e-08,de
ến,5,6e-08,de
uł,5,6e-08,de
fâ,5,6e-08,de
ąż,5,6e-08,de
żw,5,6e-08,de
ťm,5,6e-08,de
ať,5,6e-08,de
ıh,5,6e-08,de
aṇ,5,6e-08,de
ìl,5,6e-08,de
æv,5,6e-08,de
dù,5,6e-08,de
ìn,5,6e-08,de
ií,5,6e-08,de
ćp,5,6e-08,de
ół,5,6e-08,de
ăb,5,6e-08,de
ħa,5,6e-08,de
tì,5,6e-08,de
pš,5,6e-08,de
ůp,5,6e-08,de
ką,5,6e-08,de
òl,5,6e-08,de
ëu,5,6e-08,de
łt,5,6e-08,de
øo,5,6e-08,de
mî,5,6e-08,de
ər,5,6e-08,de
ūd,5,6e-08,de
ōz,5,6e-08,de
čt,5,6e-08,de
iņ,5,6e-08,de
mē,5,6e-08,de
ēm,5,6e-08,de
mī,5,6e-08,de
mû,5,6e-08,de
rû,5,6e-08,de
łp,5,6e-08,de
ìu,5,6e-08,de
ºf,5,6e-08,de
āy,5,6e-08,de
ıa,5,6e-08,de
ıt,5,6e-08,de
rű,5,6e-08,de
ëq,5,6e-08,de
ěb,5,6e-08,de
nď,5,6e-08,de
řv,5,6e-08,de
oň,5,6e-08,de
ćg,5,6e-08,de
ţa,5,6e-08,de
ăd,5,6e-08,de
rî,5,6e-08,de
aṭ,5,6e-08,de
īm,5,6e-08,de
ｌｉ,5,6e-08,de
ａｎ,5,6e-08,de
aŭ,5,6e-08,de
pç,5,6e-08,de
ìm,5,6e-08,de
ôp,5,6e-08,de
ðl,5,6e-08,de
óð,5,6e-08,de
ğı,5,6e-08,de
ºa,5,6e-08,de
šw,5,6e-08,de
sť,5,6e-08,de
úi,5,6e-08,de
sō,5,6e-08,de
ñé,5,6e-08,de
rṭ,5,6e-08,de
ṭy,5,6e-08,de
ğŷ,5,6e-08,de
źb,5,6e-08,de
wă,5,6e-08,de
ǎo,5,6e-08,de
èx,5,6e-08,de
yī,5,6e-08,de
ğr,5,6e-08,de
tõ,4,5e-08,de
eľ,4,5e-08,de
ėž,4,5e-08,de
ųp,4,5e-08,de
aå,4,5e-08,de
áč,4,5e-08,de
áš,4,5e-08,de
fﬁ,4,5e-08,de
ãz,4,5e-08,de
íu,4,5e-08,de
mƒ,4,5e-08,de
dş,4,5e-08,de
ÿg,4,5e-08,de
žl,4,5e-08,de
œt,4,5e-08,de
œe,4,5e-08,de
œa,4,5e-08,de
œf,4,5e-08,de
pē,4,5e-08,de
ēj,4,5e-08,de
ľu,4,5e-08,de
rż,4,5e-08,de
ěd,4,5e-08,de
yš,4,5e-08,de
kř,4,5e-08,de
lē,4,5e-08,de
ðº,4,5e-08,de
ºð,4,5e-08,de
őp,4,5e-08,de
őd,4,5e-08,de
jš,4,5e-08,de
iș,4,5e-08,de
ıç,4,5e-08,de
lą,4,5e-08,de
lê,4,5e-08,de
uş,4,5e-08,de
üí,4,5e-08,de
ýr,4,5e-08,de
xà,4,5e-08,de
âj,4,5e-08,de
bè,4,5e-08,de
vī,4,5e-08,de
īr,4,5e-08,de
cò,4,5e-08,de
òi,4,5e-08,de
ãæ,4,5e-08,de
ùe,4,5e-08,de
iʃ,4,5e-08,de
zū,4,5e-08,de
ūc,4,5e-08,de
rū,4,5e-08,de
ūf,4,5e-08,de
ůn,4,5e-08,de
åp,4,5e-08,de
úh,4,5e-08,de
sô,4,5e-08,de
őm,4,5e-08,de
yč,4,5e-08,de
őe,4,5e-08,de
gı,4,5e-08,de
ðk,4,5e-08,de
uð,4,5e-08,de
ðo,4,5e-08,de
ôr,4,5e-08,de
ùr,4,5e-08,de
zß,4,5e-08,de
úf,4,5e-08,de
ęn,4,5e-08,de
yż,4,5e-08,de
ćw,4,5e-08,de
àé,4,5e-08,de
ūi,4,5e-08,de
ſu,4,5e-08,de
mſ,4,5e-08,de
kſ,4,5e-08,de
yô,4,5e-08,de
ïv,4,5e-08,de
œn,4,5e-08,de
šl,4,5e-08,de
pł,4,5e-08,de
ąi,4,5e-08,de
gə,4,5e-08,de
sî,4,5e-08,de
uè,4,5e-08,de
tč,4,5e-08,de
ùt,4,5e-08,de
ſä,4,5e-08,de
èá,4,5e-08,de
ůa,4,5e-08,de
bč,4,5e-08,de
wű,4,5e-08,de
űh,4,5e-08,de
hù,4,5e-08,de
eﬂ,4,5e-08,de
iţ,4,5e-08,de
bă,4,5e-08,de
şs,4,5e-08,de
kə,4,5e-08,de
ﬁl,4,5e-08,de
çı,4,5e-08,de
hś,4,5e-08,de
ōm,4,5e-08,de
mą,4,5e-08,de
ôø,4,5e-08,de
iþ,4,5e-08,de
ºc,4,5e-08,de
nᶜ,4,5e-08,de
dᶜ,4,5e-08,de
mß,4,5e-08,de
șt,4,5e-08,de
ōu,4,5e-08,de
ōw,4,5e-08,de
jō,4,5e-08,de
łb,4,5e-08,de
eð,4,5e-08,de
åo,4,5e-08,de
īk,4,5e-08,de
ȁr,4,5e-08,de
fā,4,5e-08,de
żs,4,5e-08,de
ìj,4,5e-08,de
qö,4,5e-08,de
ëb,4,5e-08,de
ëv,4,5e-08,de
ďm,4,5e-08,de
hř,4,5e-08,de
aň,4,5e-08,de
ůk,4,5e-08,de
ťk,4,5e-08,de
ěc,4,5e-08,de
řo,4,5e-08,de
řa,4,5e-08,de
þi,4,5e-08,de
nﬂ,4,5e-08,de
ùa,4,5e-08,de
bî,4,5e-08,de
hī,4,5e-08,de
ｃｈ,4,5e-08,de
ｔａ,4,5e-08,de
ｏｎ,4,5e-08,de
ｎｓ,4,5e-08,de
śs,4,5e-08,de
ªp,4,5e-08,de
ｗｗ,4,5e-08,de
ïe,4,5e-08,de
rº,4,5e-08,de
ćz,4,5e-08,de
çü,4,5e-08,de
áy,4,5e-08,de
ﬁz,4,5e-08,de
ćo,4,5e-08,de
iæ,4,5e-08,de
ćr,4,5e-08,de
őn,4,5e-08,de
sū,4,5e-08,de
ṇī,4,5e-08,de
uō,4,5e-08,de
ĭo,4,5e-08,de
gš,4,5e-08,de
nė,4,5e-08,de
âš,4,5e-08,de
wâ,4,5e-08,de
āḷ,4,5e-08,de
ḷa,4,5e-08,de
će,4,5e-08,de
łc,4,5e-08,de
łg,4,5e-08,de
jæ,4,5e-08,de
hı,4,5e-08,de
ƌğ,4,5e-08,de
ŷě,4,5e-08,de
źs,4,5e-08,de
ăg,4,5e-08,de
ğc,4,5e-08,de
sý,4,5e-08,de
aõ,4,5e-08,de
ºt,4,5e-08,de
iÿ,4,5e-08,de
ɪn,3,4e-08,de
ʃp,3,4e-08,de
çd,3,4e-08,de
cō,3,4e-08,de
tū,3,4e-08,de
gą,3,4e-08,de
ųa,3,4e-08,de
nų,3,4e-08,de
nñ,3,4e-08,de
sñ,3,4e-08,de
šd,3,4e-08,de
ğb,3,4e-08,de
ºs,3,4e-08,de
œk,3,4e-08,de
œh,3,4e-08,de
œw,3,4e-08,de
žb,3,4e-08,de
âz,3,4e-08,de
ịc,3,4e-08,de
tý,3,4e-08,de
mų,3,4e-08,de
ųž,3,4e-08,de
īc,3,4e-08,de
ÿc,3,4e-08,de
iđ,3,4e-08,de
ðj,3,4e-08,de
ùc,3,4e-08,de
nő,3,4e-08,de
ļo,3,4e-08,de
wę,3,4e-08,de
đu,3,4e-08,de
hº,3,4e-08,de
iô,3,4e-08,de
êw,3,4e-08,de
úu,3,4e-08,de
îs,3,4e-08,de
êr,3,4e-08,de
ÿv,3,4e-08,de
kô,3,4e-08,de
xá,3,4e-08,de
îî,3,4e-08,de
fő,3,4e-08,de
ąo,3,4e-08,de
ﬁn,3,4e-08,de
xè,3,4e-08,de
sç,3,4e-08,de
rē,3,4e-08,de
ēc,3,4e-08,de
cī,3,4e-08,de
čg,3,4e-08,de
ìi,3,4e-08,de
ìe,3,4e-08,de
èo,3,4e-08,de
òr,3,4e-08,de
lʃ,3,4e-08,de
ʃo,3,4e-08,de
dʃ,3,4e-08,de
aū,3,4e-08,de
tů,3,4e-08,de
nœ,3,4e-08,de
ğü,3,4e-08,de
yâ,3,4e-08,de
żu,3,4e-08,de
łd,3,4e-08,de
rą,3,4e-08,de
ęg,3,4e-08,de
tù,3,4e-08,de
ðb,3,4e-08,de
bę,3,4e-08,de
ćl,3,4e-08,de
dſ,3,4e-08,de
ºb,3,4e-08,de
ºm,3,4e-08,de
üä,3,4e-08,de
ìc,3,4e-08,de
űl,3,4e-08,de
iť,3,4e-08,de
ťt,3,4e-08,de
ľv,3,4e-08,de
lę,3,4e-08,de
śr,3,4e-08,de
dź,3,4e-08,de
tɪ,3,4e-08,de
ɪg,3,4e-08,de
āh,3,4e-08,de
ïq,3,4e-08,de
gù,3,4e-08,de
củ,3,4e-08,de
ủa,3,4e-08,de
òò,3,4e-08,de
ïï,3,4e-08,de
fù,3,4e-08,de
šm,3,4e-08,de
ař,3,4e-08,de
uř,3,4e-08,de
ěh,3,4e-08,de
fű,3,4e-08,de
uæ,3,4e-08,de
mœ,3,4e-08,de
şr,3,4e-08,de
oș,3,4e-08,de
eɪ,3,4e-08,de
ʊk,3,4e-08,de
lë,3,4e-08,de
bï,3,4e-08,de
ïu,3,4e-08,de
wï,3,4e-08,de
uï,3,4e-08,de
çb,3,4e-08,de
ôv,3,4e-08,de
kş,3,4e-08,de
kē,3,4e-08,de
dē,3,4e-08,de
áq,3,4e-08,de
iº,3,4e-08,de
åi,3,4e-08,de
şo,3,4e-08,de
łw,3,4e-08,de
úc,3,4e-08,de
kè,3,4e-08,de
nù,3,4e-08,de
čm,3,4e-08,de
īb,3,4e-08,de
ēr,3,4e-08,de
šī,3,4e-08,de
ņa,3,4e-08,de
zī,3,4e-08,de
jâ,3,4e-08,de
vó,3,4e-08,de
sº,3,4e-08,de
ÿh,3,4e-08,de
gǎ,3,4e-08,de
yí,3,4e-08,de
kő,3,4e-08,de
æd,3,4e-08,de
ëp,3,4e-08,de
zř,3,4e-08,de
řn,3,4e-08,de
uď,3,4e-08,de
ěj,3,4e-08,de
nř,3,4e-08,de
uť,3,4e-08,de
ňo,3,4e-08,de
ťu,3,4e-08,de
mč,3,4e-08,de
řb,3,4e-08,de
ňs,3,4e-08,de
gƹ,3,4e-08,de
ʒi,3,4e-08,de
nƹ,3,4e-08,de
æj,3,4e-08,de
ﬂu,3,4e-08,de
oﬀ,3,4e-08,de
şm,3,4e-08,de
nş,3,4e-08,de
ţi,3,4e-08,de
łh,3,4e-08,de
ḥm,3,4e-08,de
uḥ,3,4e-08,de
īi,3,4e-08,de
lḫ,3,4e-08,de
īy,3,4e-08,de
yò,3,4e-08,de
ıi,3,4e-08,de
ōy,3,4e-08,de
dæ,3,4e-08,de
ｄｅ,3,4e-08,de
ｓｔ,3,4e-08,de
ｅｉ,3,4e-08,de
ｒｓ,3,4e-08,de
ｅｎ,3,4e-08,de
ｎｅ,3,4e-08,de
ｎｔ,3,4e-08,de
yń,3,4e-08,de
ŭt,3,4e-08,de
ßé,3,4e-08,de
öä,3,4e-08,de
gß,3,4e-08,de
kì,3,4e-08,de
zą,3,4e-08,de
mś,3,4e-08,de
kż,3,4e-08,de
ğu,3,4e-08,de
üş,3,4e-08,de
æu,3,4e-08,de
sÿ,3,4e-08,de
sù,3,4e-08,de
cą,3,4e-08,de
ąr,3,4e-08,de
ëg,3,4e-08,de
ıv,3,4e-08,de
uć,3,4e-08,de
eđ,3,4e-08,de
ťv,3,4e-08,de
vž,3,4e-08,de
uî,3,4e-08,de
ıe,3,4e-08,de
áö,3,4e-08,de
êa,3,4e-08,de
èk,3,4e-08,de
čf,3,4e-08,de
áň,3,4e-08,de
fū,3,4e-08,de
ūy,3,4e-08,de
zō,3,4e-08,de
āo,3,4e-08,de
fû,3,4e-08,de
vì,3,4e-08,de
ôj,3,4e-08,de
ėr,3,4e-08,de
çy,3,4e-08,de
bű,3,4e-08,de
ṭi,3,4e-08,de
aṃ,3,4e-08,de
ûs,3,4e-08,de
wá,3,4e-08,de
yć,3,4e-08,de
ƌă,3,4e-08,de
ŝğ,3,4e-08,de
đś,3,4e-08,de
ăŷ,3,4e-08,de
ŷğ,3,4e-08,de
ƶŷ,3,4e-08,de
ƚğ,3,4e-08,de
ťf,3,4e-08,de
ăx,3,4e-08,de
eă,3,4e-08,de
ťb,3,4e-08,de
tǒ,3,4e-08,de
ìs,3,4e-08,de
kǎ,3,4e-08,de
tǐ,3,4e-08,de
ǐs,3,4e-08,de
cǐ,3,4e-08,de
ǐq,3,4e-08,de
qī,3,4e-08,de
īj,3,4e-08,de
iě,3,4e-08,de
hǒ,3,4e-08,de
qí,3,4e-08,de
xù,3,4e-08,de
ìy,3,4e-08,de
uā,3,4e-08,de
wǎ,3,4e-08,de
gû,3,4e-08,de
æc,3,4e-08,de
şf,3,4e-08,de
ľc,3,4e-08,de
ƒc,3,4e-08,de
ăł,3,4e-08,de
tď,3,4e-08,de
żb,3,4e-08,de
mď,3,4e-08,de
dº,3,4e-08,de
aɪ,2,3e-08,de
õb,2,3e-08,de
ºn,2,3e-08,de
rė,2,3e-08,de
žy,2,3e-08,de
éä,2,3e-08,de
üq,2,3e-08,de
ñt,2,3e-08,de
yà,2,3e-08,de
ǀh,2,3e-08,de
áž,2,3e-08,de
ým,2,3e-08,de
êe,2,3e-08,de
jč,2,3e-08,de
nț,2,3e-08,de
ﬁg,2,3e-08,de
yã,2,3e-08,de
ºg,2,3e-08,de
úe,2,3e-08,de
êé,2,3e-08,de
œc,2,3e-08,de
œg,2,3e-08,de
ÿf,2,3e-08,de
œl,2,3e-08,de
ºv,2,3e-08,de
də,2,3e-08,de
bị,2,3e-08,de
mª,2,3e-08,de
áü,2,3e-08,de
šē,2,3e-08,de
ñj,2,3e-08,de
kð,2,3e-08,de
čd,2,3e-08,de
ßｘ,2,3e-08,de
őá,2,3e-08,de
óá,2,3e-08,de
őb,2,3e-08,de
gē,2,3e-08,de
ăi,2,3e-08,de
tș,2,3e-08,de
mł,2,3e-08,de
đe,2,3e-08,de
ºh,2,3e-08,de
ïj,2,3e-08,de
àæ,2,3e-08,de
æz,2,3e-08,de
uó,2,3e-08,de
eæ,2,3e-08,de
æa,2,3e-08,de
ïz,2,3e-08,de
oÿ,2,3e-08,de
şd,2,3e-08,de
óo,2,3e-08,de
gř,2,3e-08,de
œv,2,3e-08,de
éü,2,3e-08,de
ćv,2,3e-08,de
vő,2,3e-08,de
ői,2,3e-08,de
tş,2,3e-08,de
eﬁ,2,3e-08,de
ùo,2,3e-08,de
dû,2,3e-08,de
ǀi,2,3e-08,de
lù,2,3e-08,de
iō,2,3e-08,de
uī,2,3e-08,de
īo,2,3e-08,de
iê,2,3e-08,de
pﬂ,2,3e-08,de
ìv,2,3e-08,de
åä,2,3e-08,de
òb,2,3e-08,de
zì,2,3e-08,de
ìo,2,3e-08,de
òa,2,3e-08,de
òp,2,3e-08,de
òv,2,3e-08,de
eů,2,3e-08,de
ʃu,2,3e-08,de
aů,2,3e-08,de
ßʃ,2,3e-08,de
sʃ,2,3e-08,de
ůc,2,3e-08,de
ÿu,2,3e-08,de
aó,2,3e-08,de
nł,2,3e-08,de
őj,2,3e-08,de
ūm,2,3e-08,de
ụn,2,3e-08,de
ëo,2,3e-08,de
bł,2,3e-08,de
çö,2,3e-08,de
śk,2,3e-08,de
cã,2,3e-08,de
ïm,2,3e-08,de
ùm,2,3e-08,de
fß,2,3e-08,de
öð,2,3e-08,de
íð,2,3e-08,de
ðv,2,3e-08,de
ðe,2,3e-08,de
ąl,2,3e-08,de
cş,2,3e-08,de
şă,2,3e-08,de
şc,2,3e-08,de
zî,2,3e-08,de
ôy,2,3e-08,de
bô,2,3e-08,de
ôk,2,3e-08,de
nｘ,2,3e-08,de
wå,2,3e-08,de
ǀl,2,3e-08,de
nę,2,3e-08,de
ąk,2,3e-08,de
wś,2,3e-08,de
ęj,2,3e-08,de
aʀ,2,3e-08,de
ʀd,2,3e-08,de
kî,2,3e-08,de
ýg,2,3e-08,de
żp,2,3e-08,de
ất,2,3e-08,de
hơ,2,3e-08,de
źl,2,3e-08,de
ſw,2,3e-08,de
tħ,2,3e-08,de
ôi,2,3e-08,de
ýš,2,3e-08,de
ýœ,2,3e-08,de
œp,2,3e-08,de
óx,2,3e-08,de
ěš,2,3e-08,de
nž,2,3e-08,de
íř,2,3e-08,de
bý,2,3e-08,de
ůb,2,3e-08,de
jï,2,3e-08,de
êb,2,3e-08,de
ǀs,2,3e-08,de
iē,2,3e-08,de
ùf,2,3e-08,de
oń,2,3e-08,de
ńc,2,3e-08,de
vï,2,3e-08,de
sï,2,3e-08,de
şv,2,3e-08,de
ıp,2,3e-08,de
jś,2,3e-08,de
ĉi,2,3e-08,de
āī,2,3e-08,de
ºl,2,3e-08,de
þr,2,3e-08,de
þz,2,3e-08,de
æo,2,3e-08,de
yᵓ,2,3e-08,de
ᵓa,2,3e-08,de
ūᵓ,2,3e-08,de
ᵓb,2,3e-08,de
āz,2,3e-08,de
mı,2,3e-08,de
kɑ,2,3e-08,de
ɑn,2,3e-08,de
tɛ,2,3e-08,de
ɛl,2,3e-08,de
lɛ,2,3e-08,de
oú,2,3e-08,de
űn,2,3e-08,de
uș,2,3e-08,de
aț,2,3e-08,de
ăj,2,3e-08,de
cț,2,3e-08,de
əa,2,3e-08,de
nʊ,2,3e-08,de
kɚ,2,3e-08,de
ɚi,2,3e-08,de
bœ,2,3e-08,de
zə,2,3e-08,de
ßſ,2,3e-08,de
ůš,2,3e-08,de
ᴴᴰ,2,3e-08,de
pì,2,3e-08,de
ŏn,2,3e-08,de
żl,2,3e-08,de
jž,2,3e-08,de
čb,2,3e-08,de
tð,2,3e-08,de
ÿž,2,3e-08,de
hð,2,3e-08,de
ēl,2,3e-08,de
āc,2,3e-08,de
šķ,2,3e-08,de
ņu,2,3e-08,de
dā,2,3e-08,de
nē,2,3e-08,de
īv,2,3e-08,de
mū,2,3e-08,de
mš,2,3e-08,de
ãj,2,3e-08,de
lə,2,3e-08,de
əd,2,3e-08,de
dʒ,2,3e-08,de
dȁ,2,3e-08,de
eȁ,2,3e-08,de
rǀ,2,3e-08,de
fì,2,3e-08,de
tǀ,2,3e-08,de
hő,2,3e-08,de
ûu,2,3e-08,de
ºr,2,3e-08,de
ßß,2,3e-08,de
mű,2,3e-08,de
űe,2,3e-08,de
óö,2,3e-08,de
çc,2,3e-08,de
kś,2,3e-08,de
bë,2,3e-08,de
ëh,2,3e-08,de
ďb,2,3e-08,de
mř,2,3e-08,de
ďn,2,3e-08,de
ůd,2,3e-08,de
ěo,2,3e-08,de
ců,2,3e-08,de
sů,2,3e-08,de
dť,2,3e-08,de
oď,2,3e-08,de
ďs,2,3e-08,de
ňm,2,3e-08,de
řt,2,3e-08,de
ťp,2,3e-08,de
ňp,2,3e-08,de
ďr,2,3e-08,de
řu,2,3e-08,de
tƹ,2,3e-08,de
ʒm,2,3e-08,de
sƹ,2,3e-08,de
ʒw,2,3e-08,de
dþ,2,3e-08,de
úð,2,3e-08,de
sﬁ,2,3e-08,de
gž,2,3e-08,de
nġ,2,3e-08,de
għ,2,3e-08,de
sż,2,3e-08,de
aġ,2,3e-08,de
ıo,2,3e-08,de
eﬀ,2,3e-08,de
lţ,2,3e-08,de
cî,2,3e-08,de
rţ,2,3e-08,de
lś,2,3e-08,de
tś,2,3e-08,de
êd,2,3e-08,de
îd,2,3e-08,de
kž,2,3e-08,de
ćk,2,3e-08,de
dõ,2,3e-08,de
dū,2,3e-08,de
rġ,2,3e-08,de
ûd,2,3e-08,de
ūb,2,3e-08,de
nū,2,3e-08,de
èw,2,3e-08,de
ｔｄ,2,3e-08,de
ｌｌ,2,3e-08,de
ｎｊ,2,3e-08,de
ｊａ,2,3e-08,de
ａｐ,2,3e-08,de
ｐａ,2,3e-08,de
ａｕ,2,3e-08,de
ｕｃ,2,3e-08,de
ｕｎ,2,3e-08,de
ｎｇ,2,3e-08,de
ｅｓ,2,3e-08,de
ｓｓ,2,3e-08,de
ｓｏ,2,3e-08,de
ｎｄ,2,3e-08,de
ｅｒ,2,3e-08,de
ｔｅ,2,3e-08,de
ｓｃ,2,3e-08,de
fð,2,3e-08,de
aĝ,2,3e-08,de
ĝo,2,3e-08,de
aŝ,2,3e-08,de
ŝl,2,3e-08,de
ßå,2,3e-08,de
ıu,2,3e-08,de
họ,2,3e-08,de
kｗ,2,3e-08,de
ｗｆ,2,3e-08,de
ｆａ,2,3e-08,de
ａｚ,2,3e-08,de
ｚｍ,2,3e-08,de
ｍｏ,2,3e-08,de
ｎｌ,2,3e-08,de
âå,2,3e-08,de
šj,2,3e-08,de
mº,2,3e-08,de
ìh,2,3e-08,de
şy,2,3e-08,de
ığ,2,3e-08,de
pę,2,3e-08,de
üç,2,3e-08,de
şl,2,3e-08,de
şü,2,3e-08,de
sś,2,3e-08,de
dś,2,3e-08,de
bī,2,3e-08,de
ŋs,2,3e-08,de
ýb,2,3e-08,de
òg,2,3e-08,de
bê,2,3e-08,de
eǀ,2,3e-08,de
ťž,2,3e-08,de
vľ,2,3e-08,de
zľ,2,3e-08,de
āa,2,3e-08,de
éž,2,3e-08,de
gý,2,3e-08,de
őé,2,3e-08,de
òó,2,3e-08,de
kë,2,3e-08,de
ýh,2,3e-08,de
iř,2,3e-08,de
ōh,2,3e-08,de
ūe,2,3e-08,de
ùj,2,3e-08,de
óy,2,3e-08,de
fî,2,3e-08,de
äʍ,2,3e-08,de
ʍø,2,3e-08,de
øħ,2,3e-08,de
ħö,2,3e-08,de
öŀ,2,3e-08,de
ŀł,2,3e-08,de
fŭ,2,3e-08,de
ŭs,2,3e-08,de
tÿ,2,3e-08,de
vė,2,3e-08,de
kė,2,3e-08,de
ėb,2,3e-08,de
ūa,2,3e-08,de
ãž,2,3e-08,de
ðt,2,3e-08,de
ðs,2,3e-08,de
îu,2,3e-08,de
âî,2,3e-08,de
pß,2,3e-08,de
šṭ,2,3e-08,de
ṣy,2,3e-08,de
aḷ,2,3e-08,de
aṅ,2,3e-08,de
ṅk,2,3e-08,de
ǎi,2,3e-08,de
vɪ,2,3e-08,de
łv,2,3e-08,de
nû,2,3e-08,de
åæ,2,3e-08,de
æø,2,3e-08,de
øä,2,3e-08,de
ąw,2,3e-08,de
łf,2,3e-08,de
ăf,2,3e-08,de
ŝƌ,2,3e-08,de
őƌ,2,3e-08,de
ğś,2,3e-08,de
śƌ,2,3e-08,de
ƌĩ,2,3e-08,de
ĩž,2,3e-08,de
žů,2,3e-08,de
ůő,2,3e-08,de
ğŝ,2,3e-08,de
ğɛ,2,3e-08,de
ěğ,2,3e-08,de
ɛđ,2,3e-08,de
ŷő,2,3e-08,de
ƶĩ,2,3e-08,de
ǁğ,2,3e-08,de
oﬁ,2,3e-08,de
źc,2,3e-08,de
ťc,2,3e-08,de
ťg,2,3e-08,de
śt,2,3e-08,de
ťd,2,3e-08,de
źt,2,3e-08,de
